ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Amount_Spent,Total_Purchases
4184,1950,PhD,Together,52157.0,0.0,1,2014-06-07,48.0,189.0,2,29.0,3.0,2.0,40,2.0,3.0,2,5,4,0.0,0,0,0,0.0,0.0,0.0,76,1.0,265.0,12.0
9120,1962,Graduation,Single,66565.0,0.0,1,2012-12-05,80.0,747.0,10,161.0,65.0,40.0,42,4.0,4.0,2,9,8,0.0,0,0,0,0.0,0.0,0.0,64,1.0,1065.0,19.0
891,1951,Master,Together,29298.0,0.0,1,2013-09-07,60.0,6.0,0,2.0,2.0,0.0,1,1.0,1.0,0,2,5,0.0,0,0,0,0.0,0.0,0.0,75,1.0,11.0,4.0
10381,1979,Graduation,Single,47691.0,0.0,1,2013-07-05,43.0,14.0,0,3.0,0.0,0.0,4,1.0,1.0,0,2,6,0.0,0,0,0,0.0,0.0,0.0,47,1.0,21.0,4.0
3525,1970,Graduation,Together,38200.0,1.0,1,2012-12-07,19.0,12.0,0,4.0,0.0,0.0,1,1.0,1.0,0,2,7,0.0,0,0,0,0.0,0.0,0.0,56,2.0,17.0,4.0
6818,1974,Graduation,Married,44989.0,0.0,1,2012-09-12,26.0,98.0,0,106.0,49.0,10.0,106,5.0,5.0,1,5,6,0.0,0,0,0,0.0,0.0,0.0,52,1.0,369.0,16.0
3526,1968,PhD,Married,38443.0,0.0,1,2014-01-27,58.0,32.0,0,5.0,0.0,0.0,1,2.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,58,1.0,38.0,6.0
8181,1978,2n Cycle,Single,38593.0,0.0,0,2013-09-13,42.0,51.0,12,49.0,17.0,24.0,24,3.0,4.0,1,3,8,0.0,0,0,0,0.0,0.0,0.0,48,0.0,177.0,11.0
1029,1970,PhD,Together,64413.0,0.0,1,2013-08-01,27.0,200.0,5,44.0,0.0,10.0,20,1.0,5.0,1,5,5,0.0,0,0,0,0.0,0.0,0.0,56,1.0,279.0,12.0
7369,1981,Master,Married,36959.0,1.0,0,2013-10-02,56.0,25.0,6,25.0,6.0,0.0,0,2.0,2.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,45,1.0,62.0,7.0
2574,1977,PhD,Married,61996.0,0.0,1,2013-01-31,27.0,1050.0,12,144.0,0.0,0.0,24,3.0,6.0,4,8,5,0.0,1,0,1,1.0,0.0,1.0,49,1.0,1230.0,21.0
8159,1968,Graduation,Married,51287.0,0.0,1,2014-04-01,10.0,117.0,0,22.0,13.0,0.0,30,3.0,4.0,1,3,7,0.0,0,0,0,0.0,0.0,0.0,58,1.0,182.0,11.0
1160,1970,Graduation,Married,13260.0,1.0,1,2013-08-23,48.0,9.0,4,17.0,10.0,2.0,7,4.0,3.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,56,2.0,49.0,10.0
10242,1966,PhD,Together,47472.0,1.0,1,2013-09-16,39.0,56.0,0,11.0,0.0,0.0,8,2.0,2.0,0,4,5,0.0,0,0,0,0.0,0.0,0.0,60,2.0,75.0,8.0
5253,1956,Master,Together,54603.0,0.0,1,2013-07-09,85.0,145.0,13,46.0,17.0,2.0,4,6.0,4.0,2,4,7,0.0,0,0,0,0.0,0.0,0.0,70,1.0,227.0,16.0
5966,1974,PhD,Married,45207.0,1.0,1,2012-11-10,64.0,203.0,0,10.0,0.0,0.0,2,5.0,3.0,1,6,6,0.0,1,0,0,0.0,0.0,0.0,52,2.0,215.0,15.0
5314,1951,Graduation,Together,40689.0,0.0,1,2013-03-18,69.0,270.0,3,66.0,12.0,8.0,99,2.0,7.0,1,5,8,0.0,0,0,0,0.0,0.0,0.0,75,1.0,458.0,15.0
5081,1967,2n Cycle,Together,47821.0,0.0,1,2013-10-20,54.0,9.0,0,16.0,6.0,6.0,10,2.0,1.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,59,1.0,47.0,6.0
5123,1951,Master,Married,27450.0,0.0,0,2013-04-15,57.0,37.0,12,23.0,8.0,11.0,52,1.0,2.0,1,3,7,0.0,0,0,0,0.0,0.0,0.0,75,0.0,143.0,7.0
5756,1983,Graduation,Together,39453.0,0.0,0,2014-04-03,64.0,46.0,0,7.0,0.0,0.0,2,2.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,43,0.0,55.0,7.0
8036,1971,2n Cycle,Together,26850.0,0.0,1,2014-04-18,10.0,31.0,1,13.0,7.0,2.0,9,4.0,2.0,1,4,4,0.0,0,0,0,0.0,0.0,0.0,55,1.0,63.0,11.0
9058,1955,Graduation,Widow,79800.0,0.0,0,2012-09-23,65.0,1060.0,21,530.0,32.0,0.0,224,1.0,5.0,11,5,3,1.0,0,1,1,0.0,0.0,1.0,71,0.0,1867.0,22.0
5057,1961,Master,Married,61794.0,0.0,1,2013-09-14,74.0,264.0,47,188.0,54.0,47.0,11,2.0,4.0,4,10,2,0.0,0,0,0,0.0,0.0,0.0,65,1.0,611.0,20.0
254,1955,Graduation,Together,53863.0,0.0,1,2014-05-17,4.0,399.0,4,30.0,6.0,4.0,30,3.0,7.0,1,7,7,0.0,1,0,0,0.0,0.0,0.0,71,1.0,473.0,18.0
4179,1959,Graduation,Together,24221.0,0.0,0,2013-08-20,94.0,8.0,9,9.0,2.0,5.0,22,1.0,1.0,1,3,4,0.0,0,0,0,0.0,0.0,0.0,67,0.0,55.0,6.0
3710,1984,PhD,Single,39684.0,0.0,0,2012-10-12,41.0,19.0,0,35.0,6.0,4.0,17,2.0,2.0,1,2,7,0.0,0,0,0,0.0,0.0,1.0,42,0.0,81.0,7.0
7627,1975,Master,Married,92163.0,0.0,0,2012-12-12,25.0,817.0,183,797.0,106.0,163.0,20,0.0,5.0,11,5,2,0.0,0,1,1,0.0,0.0,1.0,51,0.0,2086.0,21.0
4501,1965,Master,Single,69882.0,0.0,0,2013-11-10,94.0,292.0,127,635.0,132.0,127.0,165,1.0,3.0,7,9,1,0.0,0,0,0,0.0,0.0,0.0,61,0.0,1478.0,20.0
6424,1977,Graduation,Together,33178.0,0.0,0,2014-01-30,9.0,12.0,6,2.0,11.0,2.0,16,1.0,1.0,0,3,4,0.0,0,0,0,0.0,0.0,0.0,49,0.0,49.0,5.0
3075,1972,PhD,Married,59973.0,0.0,0,2013-09-11,47.0,130.0,30,168.0,20.0,34.0,0,1.0,3.0,4,7,1,0.0,0,0,0,0.0,0.0,0.0,54,0.0,382.0,15.0
4992,1975,Master,Together,17459.0,1.0,0,2013-09-19,12.0,6.0,4,16.0,3.0,10.0,30,3.0,3.0,1,2,7,0.0,0,0,0,0.0,0.0,1.0,51,1.0,69.0,9.0
5252,1969,Graduation,Divorced,23910.0,0.0,0,2012-10-26,249.49805673090745,16.0,12,18.0,7.0,1.0,13,1.0,2.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,57,0.0,67.0,6.0
7444,1969,Master,Married,42169.0,1.0,1,2013-10-19,20.0,19.0,0,9.0,0.0,0.0,2,2.0,1.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,57,2.0,30.0,6.0
6919,1978,2n Cycle,Married,26224.0,0.0,0,2013-06-04,39.0,4.0,7,15.0,13.0,9.0,15,3.0,2.0,1,3,6,0.0,0,0,0,0.0,0.0,0.0,48,0.0,63.0,9.0
3537,1981,Graduation,Together,31089.0,0.0,0,2012-08-17,57.0,31.0,3,31.0,2.0,8.0,4,2.0,3.0,0,4,8,0.0,0,0,0,0.0,0.0,0.0,45,0.0,79.0,9.0
10277,1961,Graduation,Single,30081.0,0.0,1,2013-02-21,27.0,36.0,0,2.0,0.0,0.0,4,1.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,65,1.0,42.0,5.0
2453,1960,Graduation,Together,62807.0,0.0,1,2012-08-31,83.0,526.0,28,135.0,10.0,21.0,99,3.0,5.0,3,12,5,0.0,0,0,0,0.0,0.0,0.0,66,1.0,819.0,23.0
7972,1955,Graduation,Single,72906.0,0.0,0,2013-09-17,79.0,400.0,32,519.0,71.0,75.0,54,2.0,3.0,4,9,1,0.0,0,0,0,0.0,0.0,0.0,71,0.0,1151.0,18.0
895,1948,PhD,Married,61467.0,0.0,2,2012-12-09,69.0,410.0,16,114.0,0.0,5.0,49,3.0,5.0,2,10,5,0.0,0,0,0,0.0,0.0,0.0,78,2.0,594.0,20.0
1177,1966,Master,Together,49618.0,1.0,1,2013-01-26,77.0,80.0,3,26.0,4.0,2.0,14,4.0,3.0,1,3,7,0.0,0,0,0,0.0,0.0,0.0,60,2.0,129.0,11.0
7141,1986,Master,Single,21888.0,0.0,0,2012-12-29,15.0,88.0,10,46.0,2.0,3.0,64,2.0,5.0,1,2,10,0.0,0,0,0,0.0,0.0,1.0,40,0.0,213.0,10.0
7232,1973,Graduation,Widow,42429.0,0.0,1,2014-02-11,99.0,55.0,0,6.0,2.0,0.0,4,2.0,1.0,1,3,5,0.0,0,0,0,0.0,0.0,0.0,53,1.0,67.0,7.0
8477,1956,Graduation,Divorced,26150.0,0.0,1,2013-03-11,61.0,5.0,1,13.0,3.0,5.0,1,1.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,70,1.0,28.0,5.0
2457,1975,Basic,Married,30801.0,0.0,1,2012-10-26,23.0,8.0,4,5.0,15.0,2.0,11,2.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,51,1.0,45.0,6.0
988,1965,Graduation,Married,81168.0,0.0,0,2014-05-07,84.0,410.0,0,592.0,147.0,22.0,22,1.0,6.0,4,7,3,0.0,0,0,1,0.0,0.0,0.0,61,0.0,1193.0,18.0
7930,1969,Master,Single,26877.0,0.0,0,2013-08-19,74.0,101.0,13,76.0,20.0,18.0,40,2.0,3.0,1,6,6,0.0,0,0,0,0.0,0.0,0.0,57,0.0,268.0,12.0
4587,1944,Master,Widow,45006.0,0.0,0,2013-07-18,90.0,162.0,25,53.0,16.0,0.0,10,2.0,3.0,1,7,3,0.0,0,0,0,0.0,0.0,0.0,82,0.0,266.0,13.0
6682,1973,Basic,Married,18978.0,1.0,0,2012-12-11,41.0,2.0,8,1.0,4.0,7.0,15,1.0,1.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,53,1.0,37.0,5.0
6222,1967,Graduation,Married,22574.0,0.0,1,2013-10-28,28.0,25.0,0,8.0,2.0,0.0,2,2.0,2.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,59,1.0,37.0,7.0
10299,1969,PhD,Single,48240.0,0.0,0,2012-11-09,73.0,389.0,91,248.0,64.0,49.0,41,3.0,6.0,3,13,5,0.0,0,0,0,0.0,0.0,1.0,57,0.0,882.0,25.0
3083,1974,Graduation,Married,45837.0,1.0,1,2013-07-26,88.0,215.0,13,87.0,17.0,17.0,24,5.0,6.0,2,5,7,0.0,0,0,0,0.0,0.0,0.0,52,2.0,373.0,18.0
8953,1965,Master,Single,35791.0,2.0,1,2013-05-06,94.0,27.0,0,5.0,0.0,0.0,3,2.0,1.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,61,3.0,35.0,6.0
1503,1976,PhD,Together,162397.0,0.0,1,2013-06-03,31.0,85.0,1,16.0,2.0,1.0,2,0.0,0.0,0,1,1,0.0,0,0,0,0.0,0.0,0.0,50,1.0,107.0,1.0
8650,1978,Graduation,Widow,54162.0,0.0,1,2013-03-18,31.0,5.0,6,10.0,6.0,5.0,10,1.0,1.0,0,3,4,0.0,0,0,0,0.0,0.0,0.0,48,1.0,42.0,5.0
10862,1960,Master,Married,30522.0,0.0,1,2012-08-17,6.0,179.0,8,83.0,19.0,11.0,26,5.0,1.0,2,9,2,0.0,0,0,0,0.0,0.0,0.0,66,1.0,326.0,17.0
2782,1961,PhD,Married,54456.0,0.0,1,2013-07-11,23.0,352.0,0,27.0,10.0,0.0,15,2.0,6.0,1,7,6,0.0,0,0,0,0.0,0.0,0.0,65,1.0,404.0,16.0
6941,1971,Graduation,Single,31632.0,0.0,0,2013-07-14,92.0,17.0,8,12.0,11.0,15.0,32,1.0,2.0,1,2,7,0.0,0,0,0,0.0,0.0,0.0,55,0.0,95.0,6.0
10972,1949,Graduation,Widow,72298.0,0.0,0,2014-03-10,52.0,625.0,35,169.0,58.0,17.0,35,1.0,4.0,3,6,1,0.0,1,1,0,0.0,0.0,0.0,77,0.0,939.0,14.0
10708,1978,2n Cycle,Single,36975.0,1.0,0,2013-12-28,50.0,10.0,6,11.0,0.0,4.0,2,1.0,1.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,48,1.0,33.0,5.0
6583,1955,2n Cycle,Married,72635.0,0.0,0,2013-06-03,54.0,390.0,22,323.0,104.0,35.0,107,1.0,6.0,8,6,3,0.0,0,0,1,0.0,0.0,0.0,71,0.0,981.0,21.0
3641,1976,Graduation,Married,13624.0,1.0,0,2013-01-20,93.0,10.0,2,15.0,2.0,1.0,6,2.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,50,1.0,36.0,7.0
10156,1975,Graduation,Single,84196.0,0.0,1,2013-06-03,56.0,215.0,63,507.0,231.0,31.0,190,1.0,8.0,4,7,3,0.0,0,0,0,0.0,0.0,0.0,51,1.0,1237.0,20.0
4299,1960,Graduation,Together,70971.0,0.0,1,2012-09-21,28.0,1001.0,17,572.0,93.0,125.0,17,7.0,11.0,11,5,7,0.0,0,0,0,0.0,0.0,1.0,66,1.0,1825.0,34.0
3469,1977,PhD,Divorced,34487.0,0.0,1,2012-09-06,94.0,19.0,18,33.0,24.0,1.0,8,3.0,3.0,0,3,9,0.0,0,0,0,0.0,0.0,0.0,49,1.0,103.0,9.0
5063,1977,Graduation,Single,28769.0,0.0,0,2012-12-18,76.0,41.0,5,66.0,12.0,8.0,3,2.0,4.0,1,4,9,0.0,0,0,0,0.0,0.0,0.0,49,0.0,135.0,11.0
10727,1970,PhD,Married,69084.0,0.0,0,2013-11-19,43.0,1181.0,107,199.0,39.0,30.0,30,2.0,7.0,3,13,8,0.0,0,0,0,0.0,0.0,0.0,56,0.0,1586.0,25.0
9624,1958,PhD,Together,65488.0,0.0,0,2014-06-13,46.0,603.0,45,207.0,36.0,18.0,54,1.0,3.0,4,6,1,0.0,0,0,0,0.0,0.0,0.0,68,0.0,963.0,14.0
5156,1970,2n Cycle,Married,62466.0,0.0,1,2014-01-15,13.0,129.0,129,259.0,168.0,121.0,83,5.0,6.0,3,12,4,0.0,0,0,0,0.0,0.0,0.0,56,1.0,889.0,26.0
4376,1960,2n Cycle,Single,32218.0,0.0,0,2014-02-15,27.0,10.0,24,15.0,13.0,1.0,30,1.0,2.0,1,3,7,1.0,0,0,0,0.0,0.0,1.0,66,0.0,93.0,7.0
8923,1973,Graduation,Single,83917.0,0.0,0,2013-04-18,12.0,514.0,22,732.0,42.0,198.0,79,1.0,6.0,7,7,3,0.0,0,0,0,0.0,0.0,1.0,53,0.0,1587.0,21.0
8461,1962,Graduation,Divorced,46102.0,2.0,1,2014-03-10,3.0,14.0,0,1.0,0.0,0.0,1,1.0,1.0,0,2,7,0.0,0,0,0,0.0,0.0,0.0,64,3.0,16.0,4.0
6945,1952,Graduation,Single,84574.0,0.0,0,2013-06-04,72.0,387.0,20,713.0,38.0,54.0,163,2.0,9.0,11,11,5,0.0,0,0,0,0.0,0.0,0.0,74,0.0,1375.0,33.0
944,1962,Graduation,Married,56181.0,0.0,1,2013-01-08,6.0,121.0,103,69.0,8.0,44.0,48,1.0,4.0,2,7,4,0.0,0,0,0,0.0,0.0,0.0,64,1.0,393.0,14.0
1907,1950,Master,Divorced,63120.0,0.0,1,2012-09-28,53.0,965.0,69,279.0,54.0,41.0,69,5.0,8.0,4,9,7,0.0,0,0,0,0.0,0.0,1.0,76,1.0,1477.0,26.0
701,1971,Graduation,Married,73691.0,0.0,1,2013-11-06,58.0,707.0,21,250.0,85.0,43.0,73,2.0,6.0,2,8,2,1.0,0,0,0,0.0,0.0,0.0,55,1.0,1179.0,18.0
3856,1960,Graduation,Together,63381.0,0.0,1,2012-10-05,78.0,571.0,50,142.0,33.0,50.0,159,4.0,4.0,5,13,2,0.0,0,0,0,0.0,0.0,0.0,66,1.0,1005.0,26.0
4149,1948,PhD,Together,76140.0,0.0,0,2014-05-13,57.0,586.0,66,653.0,17.0,0.0,26,1.0,5.0,9,6,2,0.0,0,0,0,0.0,0.0,0.0,78,0.0,1348.0,21.0
2131,1959,PhD,Divorced,62859.0,0.0,1,2012-12-30,37.0,1063.0,89,102.0,16.0,12.0,25,4.0,9.0,4,6,6,0.0,0,0,0,0.0,0.0,0.0,67,1.0,1307.0,23.0
2942,1964,Graduation,Single,45906.0,0.0,1,2013-05-07,20.0,305.0,3,27.0,4.0,3.0,144,2.0,5.0,4,4,5,0.0,0,0,0,0.0,0.0,0.0,62,1.0,486.0,15.0
1173,1947,Master,Together,77632.0,0.0,0,2013-03-10,73.0,1200.0,105,758.0,0.0,42.0,147,1.0,4.0,2,6,2,0.0,1,1,0,0.0,0.0,1.0,79,0.0,2252.0,13.0
4381,1971,PhD,Married,46463.0,1.0,1,2013-08-18,56.0,163.0,2,40.0,8.0,11.0,11,7.0,3.0,1,6,6,0.0,0,0,0,0.0,0.0,0.0,55,2.0,235.0,17.0
4611,1970,Graduation,Together,105471.0,0.0,0,2013-01-21,36.0,1009.0,181,104.0,202.0,21.0,207,0.0,9.0,8,13,3,0.0,0,1,1,0.0,0.0,1.0,56,0.0,1724.0,30.0
3376,1970,Master,Divorced,55282.0,0.0,0,2013-12-13,9.0,125.0,6,73.0,8.0,4.0,19,1.0,3.0,1,6,4,0.0,0,0,0,0.0,0.0,0.0,56,0.0,235.0,11.0
4679,1977,Master,Married,78710.0,0.0,1,2014-05-23,42.0,721.0,0,152.0,119.0,50.0,50,3.0,7.0,6,12,4,0.0,0,0,0,0.0,0.0,0.0,49,1.0,1092.0,28.0
10928,1958,Graduation,Together,66886.0,0.0,1,2013-09-16,28.0,315.0,4,62.0,41.0,31.0,146,2.0,7.0,1,7,5,0.0,0,0,0,0.0,0.0,0.0,68,1.0,599.0,17.0
4248,1960,Master,Single,98777.0,0.0,0,2014-02-17,23.0,1000.0,19,711.0,125.0,115.0,38,0.0,4.0,6,9,1,0.0,1,0,0,0.0,0.0,0.0,66,0.0,2008.0,19.0
6728,1985,Graduation,Together,29103.0,0.0,0,2012-08-27,38.0,16.0,0,17.0,6.0,3.0,6,2.0,1.0,0,3,9,0.0,0,0,0,0.0,0.0,0.0,41,0.0,48.0,6.0
6661,1974,Graduation,Married,67445.0,0.0,1,2012-08-12,63.0,757.0,80,217.0,29.0,80.0,11,5.0,9.0,6,12,6,0.0,0,0,0,0.0,0.0,0.0,52,1.0,1174.0,32.0
4725,1950,PhD,Together,50616.0,0.0,1,2014-04-13,71.0,30.0,2,25.0,0.0,1.0,9,1.0,1.0,1,4,2,0.0,0,0,0,0.0,0.0,0.0,76,1.0,67.0,7.0
3277,1955,Graduation,Divorced,49431.0,0.0,1,2012-08-03,9.0,219.0,3,100.0,26.0,0.0,17,2.0,7.0,1,5,8,0.0,0,0,0,0.0,0.0,0.0,71,1.0,365.0,15.0
5555,1975,Graduation,Divorced,153924.0,0.0,0,2014-02-07,81.0,1.0,1,1.0,1.0,1.0,1,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,51,0.0,6.0,0.0
2564,1953,Graduation,Together,61278.0,0.0,1,2014-01-04,87.0,111.0,3,28.0,2.0,6.0,15,2.0,3.0,1,4,6,0.0,0,0,0,0.0,0.0,0.0,73,1.0,165.0,10.0
946,1958,2n Cycle,Together,26490.0,0.0,0,2012-09-22,92.0,45.0,47,52.0,21.0,20.0,25,2.0,3.0,1,5,6,0.0,0,0,0,0.0,0.0,0.0,68,0.0,210.0,11.0
3867,1947,PhD,Together,73059.0,0.0,1,2013-08-31,36.0,410.0,112,420.0,0.0,82.0,71,1.0,9.0,3,13,4,0.0,0,0,0,0.0,0.0,0.0,79,1.0,1095.0,26.0
6940,1966,PhD,Single,46734.0,1.0,2,2013-10-21,86.0,100.0,1,39.0,6.0,1.0,76,4.0,3.0,2,3,6,1.0,0,0,0,0.0,0.0,0.0,60,3.0,223.0,12.0
55,1963,Graduation,Together,56253.0,0.0,1,2012-12-07,83.0,509.0,0,65.0,7.0,11.0,5,4.0,7.0,2,9,6,0.0,0,0,0,0.0,0.0,0.0,63,1.0,597.0,22.0
7093,1985,Graduation,Married,19986.0,1.0,0,2013-11-14,74.0,3.0,6,5.0,0.0,2.0,6,1.0,0.0,0,3,7,0.0,0,0,0,0.0,0.0,0.0,41,1.0,22.0,4.0
5084,1975,Graduation,Widow,58330.0,0.0,1,2013-12-25,87.0,445.0,53,213.0,104.0,98.0,151,1.0,6.0,4,13,4,0.0,0,0,0,0.0,0.0,0.0,51,1.0,1064.0,24.0
1777,1980,Basic,Married,25965.0,0.0,0,2012-09-07,29.0,2.0,2,11.0,41.0,7.0,11,1.0,2.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,46,0.0,74.0,6.0
8162,1956,Master,Together,14661.0,0.0,0,2013-01-01,88.0,4.0,1,11.0,6.0,2.0,2,1.0,1.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,70,0.0,26.0,5.0
10826,1959,Graduation,Married,18690.0,0.0,0,2012-12-28,77.0,6.0,1,7.0,23.0,4.0,19,1.0,1.0,1,2,8,0.0,0,0,0,0.0,0.0,0.0,67,0.0,60.0,5.0
8754,1974,PhD,Together,45068.0,0.0,1,2013-05-16,25.0,14.0,0,3.0,0.0,0.0,3,1.0,1.0,0,2,7,0.0,0,0,0,0.0,0.0,0.0,52,1.0,20.0,4.0
1987,1987,Basic,Single,21063.0,1.0,0,2013-09-25,34.0,1.0,10,11.0,19.0,3.0,15,2.0,2.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,39,1.0,59.0,7.0
11007,1968,PhD,Married,29187.0,0.0,0,2013-05-09,43.0,26.0,0,6.0,0.0,0.0,2,1.0,1.0,0,3,8,0.0,0,0,0,0.0,0.0,0.0,58,0.0,34.0,5.0
7426,1971,2n Cycle,Married,54690.0,0.0,1,2013-11-07,76.0,111.0,16,37.0,7.0,9.0,18,3.0,3.0,1,5,3,0.0,0,0,0,0.0,0.0,0.0,55,1.0,198.0,12.0
9153,1964,PhD,Married,59304.0,0.0,1,2013-07-29,81.0,418.0,61,428.0,80.0,51.0,10,3.0,7.0,8,10,5,0.0,0,0,0,0.0,0.0,0.0,62,1.0,1048.0,28.0
10379,1962,Master,Single,59247.0,0.0,2,2013-11-08,87.0,327.0,9,122.0,19.0,14.0,83,5.0,5.0,2,9,6,0.0,0,0,0,0.0,0.0,0.0,64,2.0,574.0,21.0
9204,1970,Graduation,Widow,66731.0,0.0,1,2012-09-12,33.0,371.0,159,194.0,58.0,106.0,141,4.0,4.0,3,6,3,0.0,0,0,0,0.0,0.0,0.0,56,1.0,1029.0,17.0
3197,1980,Graduation,Married,77353.0,0.0,1,2013-12-16,38.0,275.0,59,107.0,69.0,101.0,59,2.0,6.0,4,8,4,0.0,0,0,0,0.0,0.0,0.0,46,1.0,670.0,20.0
2920,1975,PhD,Single,52614.0,0.0,1,2012-12-01,63.0,789.0,0,142.0,12.0,9.0,38,2.0,2.0,4,8,8,0.0,0,0,0,0.0,0.0,0.0,51,1.0,990.0,16.0
6961,1974,Graduation,Married,26751.0,2.0,0,2014-05-22,26.0,1.0,1,5.0,0.0,3.0,1,1.0,1.0,0,2,8,0.0,0,0,0,0.0,0.0,0.0,52,2.0,11.0,4.0
4673,1963,PhD,Married,81300.0,0.0,1,2012-10-30,17.0,1004.0,12,145.0,32.0,12.0,36,3.0,10.0,3,5,5,0.0,0,0,1,0.0,0.0,1.0,63,1.0,1241.0,21.0
9937,1979,Graduation,Single,70337.0,0.0,0,2014-01-02,75.0,187.0,81,149.0,25.0,43.0,91,1.0,2.0,2,12,1,0.0,0,0,0,0.0,0.0,0.0,47,0.0,576.0,17.0
8779,1985,2n Cycle,Married,36145.0,0.0,0,2013-06-16,13.0,56.0,4,76.0,17.0,1.0,18,4.0,4.0,1,3,9,1.0,0,0,0,0.0,0.0,1.0,41,0.0,172.0,12.0
9596,1980,PhD,Single,65295.0,0.0,0,2013-12-23,19.0,365.0,32,117.0,34.0,110.0,6,2.0,3.0,3,13,2,0.0,0,0,0,0.0,0.0,0.0,46,0.0,664.0,21.0
2891,1963,Graduation,Divorced,68118.0,0.0,1,2013-10-18,51.0,595.0,23,123.0,10.0,23.0,154,2.0,8.0,9,4,6,0.0,0,0,0,0.0,0.0,0.0,63,1.0,928.0,23.0
4910,1967,Graduation,Divorced,68743.0,0.0,0,2012-08-30,81.0,1132.0,134,384.0,175.0,134.0,115,1.0,11.0,5,13,7,0.0,0,0,0,0.0,0.0,0.0,59,0.0,2074.0,30.0
75,1982,2n Cycle,Together,41039.0,0.0,0,2013-07-25,32.0,34.0,11,137.0,179.0,61.0,45,1.0,8.0,1,5,8,0.0,0,0,0,0.0,0.0,0.0,44,0.0,467.0,15.0
10120,1955,Graduation,Together,38946.0,0.0,1,2013-10-24,84.0,116.0,6,82.0,6.0,6.0,41,2.0,3.0,1,6,5,0.0,0,0,0,0.0,0.0,0.0,71,1.0,257.0,12.0
6327,1967,Graduation,Together,65777.0,0.0,0,2013-12-19,87.0,565.0,32,435.0,28.0,32.0,54,1.0,2.0,8,6,1,0.0,0,0,0,0.0,0.0,0.0,59,0.0,1146.0,17.0
10142,1976,PhD,Divorced,66476.0,0.0,1,2013-03-07,99.0,372.0,18,126.0,47.0,48.0,78,2.0,5.0,2,11,4,0.0,0,0,0,0.0,0.0,0.0,50,1.0,689.0,20.0
9826,1972,PhD,Single,86857.0,0.0,0,2012-09-12,96.0,899.0,102,838.0,133.0,102.0,40,2.0,5.0,6,10,2,0.0,0,0,0,0.0,0.0,1.0,54,0.0,2114.0,23.0
1501,1982,PhD,Married,160803.0,0.0,0,2012-08-04,21.0,55.0,16,1622.0,17.0,3.0,4,15.0,0.0,28,1,0,0.0,0,0,0,0.0,0.0,0.0,44,0.0,1717.0,44.0
10767,1989,PhD,Together,77845.0,0.0,0,2014-05-16,40.0,760.0,40,480.0,0.0,40.0,26,1.0,3.0,5,12,1,0.0,0,1,1,0.0,0.0,0.0,37,0.0,1346.0,21.0
7279,1969,PhD,Together,69476.0,0.0,0,2013-09-30,3.0,260.0,86,559.0,63.0,9.0,67,1.0,4.0,6,4,2,0.0,0,0,0,0.0,0.0,0.0,57,0.0,1044.0,15.0
7230,1960,PhD,Divorced,50611.0,0.0,1,2012-10-04,98.0,459.0,0,24.0,6.0,0.0,4,6.0,4.0,5,7,6,0.0,1,0,0,0.0,0.0,1.0,66,1.0,493.0,22.0
143,1970,Graduation,Single,61209.0,0.0,0,2013-08-25,73.0,466.0,0,224.0,119.0,49.0,99,1.0,5.0,3,4,2,0.0,0,0,0,0.0,0.0,0.0,56,0.0,957.0,13.0
450,1958,Master,Together,42315.0,0.0,1,2013-07-12,90.0,67.0,15,80.0,17.0,11.0,80,3.0,1.0,4,4,3,0.0,0,0,0,0.0,0.0,0.0,68,1.0,270.0,12.0
9316,1952,Basic,Together,13084.0,0.0,0,2013-11-02,29.0,2.0,0,7.0,3.0,7.0,10,1.0,1.0,0,3,6,0.0,0,0,0,0.0,0.0,0.0,74,0.0,29.0,5.0
